     -1.774012622110e+00       1.058057189364e+00       2.723683869026e+00       2.956121090001e-01      -1.385109101990e+00       5.908761467673e-01       1.750298351418e+00       2.070232744128e+00       1.443190381748e-01      -4.457853199372e-01      -3.393154732671e-02
      1.058057189364e+00      -3.787290690991e+00      -2.316435322648e+00       3.338349336890e+00      -1.601752878689e+00      -7.321835036203e-01      -5.065077416978e-01       1.441934508560e-01      -1.551535196423e-01       8.111491644415e-01       1.712807413498e+00
      2.723683869026e+00      -2.316435322648e+00      -1.852108323302e-01      -5.097751766935e-03       5.963912349031e-01       7.155306352042e-01       2.125525776174e-01      -9.083773197573e-01       2.122335225135e+00      -1.613695793045e-01      -7.530866902149e-01
      2.956121090001e-01       3.338349336890e+00      -5.097751766935e-03      -5.772454402166e-01      -1.379310865241e+00       1.898608025779e+00       1.885674112252e+00      -2.537122932169e-01       9.492563422903e-01       2.946239214800e-01      -1.818253953950e+00
     -1.385109101990e+00      -1.601752878689e+00       5.963912349031e-01      -1.379310865241e+00      -4.001056069043e+00      -1.306160556981e+00      -5.079806566605e-01      -1.782576256436e+00      -1.009034917683e+00       2.788397177827e-01       1.747048363301e+00
      5.908761467673e-01      -7.321835036203e-01       7.155306352042e-01       1.898608025779e+00      -1.306160556981e+00       1.797750235006e+00      -4.647303973179e-01      -1.014515242020e+00      -7.869721947116e-01       1.536192861987e+00       3.185720841842e-01
      1.750298351418e+00      -5.065077416978e-01       2.125525776174e-01       1.885674112252e+00      -5.079806566605e-01      -4.647303973179e-01      -7.022877414493e+00       1.639404078827e-01      -8.133964293612e-01      -3.676900375442e+00       1.008257891510e+00
      2.070232744128e+00       1.441934508560e-01      -9.083773197573e-01      -2.537122932169e-01      -1.782576256436e+00      -1.014515242020e+00       1.639404078827e-01      -4.342509032753e+00       1.876263870815e-02       3.727020089064e-01      -3.231246180006e-01
      1.443190381748e-01      -1.551535196423e-01       2.122335225135e+00       9.492563422903e-01      -1.009034917683e+00      -7.869721947116e-01      -8.133964293612e-01       1.876263870815e-02      -1.967966373450e+00       1.127278655103e+00      -1.068609022407e+00
     -4.457853199372e-01       8.111491644415e-01      -1.613695793045e-01       2.946239214800e-01       2.788397177827e-01       1.536192861987e+00      -3.676900375442e+00       3.727020089064e-01       1.127278655103e+00      -1.868013577295e+00      -1.790698853789e+00
     -3.393154732671e-02       1.712807413498e+00      -7.530866902149e-01      -1.818253953950e+00       1.747048363301e+00       3.185720841842e-01       1.008257891510e+00      -3.231246180006e-01      -1.068609022407e+00      -1.790698853789e+00       1.717731839181e+00
